left_sum,right_sum,kef1,kef2,min_win
537.0,167.39,1.28,3.9,True
40475.93,15319.94,1.34,3.39,False
138200.73,30387.84,1.2,5.11,True
291620.83,82910.35,1.26,4.18,False
950.57,12542.0,12.94,1.07,False
57672.2,120308.66,2.89,1.43,False
575023.26,750580.01,2.18,1.69,False
7264.26,1082.69,1.13,7.07,True
450909.74,35458.57,1.07,12.51,True
18282.12,4475.88,1.22,4.7,True
28.0,164.36,6.31,1.15,True
1890.45,18219.89,9.72,1.09,True
1.0,4.0,4.62,1.23,False
419.81,522.71,2.13,1.73,True
4336.26,1056.31,1.22,4.71,False
724695.67,161466.24,1.2,5.06,True
187.0,393.35,2.9,1.43,True
21187.97,30959.74,2.32,1.62,False
107917.15,79079.63,1.66,2.23,True
16252.65,16320.6,1.91,1.9,True
55042.44,12688.38,1.21,4.93,True
1365226.06,262711.99,1.17,5.7,True
63606.95,12038.28,1.17,5.78,True
28.0,44.35,2.43,1.57,False
722225.24,333546.7,1.42,2.96,True
13004.2,5051.55,1.35,3.33,True
1078.98,5420.92,5.55,1.18,False
106039.79,366239.96,4.12,1.26,True
549.16,528.19,1.87,1.94,False
93743.97,6789.35,1.07,13.49,True
43370.13,39421.01,1.82,2.0,True
59055.67,6675.23,1.1,9.0,True
6504.54,157175.56,22.86,1.04,True
23822.14,69119.56,3.63,1.31,True
81926.45,24880.9,1.27,3.98,True
24607.17,12766.31,1.47,2.74,False
832984.07,707748.21,1.77,2.06,False
58846.12,4905.28,1.08,11.85,True
52032.56,13338.82,1.23,4.53,False
15615.28,13420.16,1.78,2.05,False
289928.43,126860.71,1.4,3.07,False
588915.36,29158.77,1.04,19.27,True
51937.38,29950.68,1.52,2.57,True
35331.46,49902.02,2.28,1.64,False
192.82,3966.09,19.61,1.04,True
15275.83,3067.35,1.18,5.51,True
7704.83,859.09,1.1,9.11,True
324199.35,310472.0,1.87,1.94,True
149084.67,205266.09,2.25,1.66,False
10813.0,10437.66,1.87,1.94,True
5057.4,2988.04,1.53,2.53,True
500417.26,51706.26,1.09,9.76,True
3333.0,2577.95,1.7,2.17,False
128925.32,871185.93,7.11,1.13,True
17.0,8.24,1.44,2.87,True
3610.0,307.98,1.08,11.61,False
18011.75,23784.98,2.19,1.69,False
6089.08,3263.28,1.48,2.69,False
6534.97,2929.02,1.41,3.02,True
4749.42,5057.85,1.96,1.85,True
3868.76,5172.59,2.21,1.68,True
771574.45,1221689.94,2.43,1.57,True
14769.71,6513.46,1.4,3.05,True
5827.21,9798.91,2.52,1.54,True
6.0,10.0,2.51,1.54,False
48333.22,4154.14,1.08,11.53,True
5842.13,6772.37,2.05,1.78,True
8336.13,12366.26,2.34,1.61,False
4600.56,2431.83,1.48,2.71,True
99637.0,40881.44,1.37,3.21,True
64.39,3280.19,47.09,1.02,False
3359.48,837.63,1.23,4.63,True
1867.15,6091.0,3.95,1.28,True
2300.0,310.13,1.12,7.71,False
37021.84,5711.67,1.14,6.86,False
150554.66,5084.16,1.03,27.79,True
23835.71,42321.7,2.61,1.51,True
3690.64,759.5,1.19,5.4,True
45.69,3255.51,65.47,1.01,False
147577.57,16805.48,1.1,8.95,True
286533.49,459846.04,2.45,1.56,False
62899.56,79376.08,2.14,1.72,True
22484.76,3996.32,1.16,6.09,True
115.86,152.0,2.19,1.69,True
7219.0,3722.39,1.47,2.75,False
718.86,445.16,1.56,2.46,True
7270.06,9076.31,2.13,1.72,False
754761.76,425756.4,1.51,2.6,True
577775.52,10579.5,1.02,50.41,True
2706.0,338.2,1.11,8.24,True
86.0,24.0,1.25,4.24,False
3925.64,569.73,1.13,7.23,True
8246.07,7409.21,1.81,2.01,False
1255.0,606.87,1.44,2.87,True
3485.87,694.84,1.18,5.54,False
384875.57,109205.34,1.26,4.19,False
18629.73,10211.14,1.5,2.65,False
8061.35,4118.52,1.46,2.77,False
450479.85,218080.93,1.44,2.87,True
225.06,253.0,2.02,1.8,False
1934.62,2163.02,2.01,1.81,True
245969.29,60181.88,1.22,4.7,True
632.15,618.0,1.88,1.93,False
8680.0,663.91,1.07,12.83,True
159309.24,30781.06,1.17,5.68,False
278.96,2972.83,10.64,1.08,True
108162.83,21258.98,1.18,5.6,True
22456.77,49310.62,2.99,1.41,True
2981.0,649.95,1.2,5.15,True
127.0,100.0,1.71,2.15,True
1243.63,4010.0,3.92,1.28,False
6784.17,35787.12,5.77,1.17,True
2600.0,345.39,1.12,7.81,False
982.89,549.39,1.51,2.62,True
101949.0,3384.45,1.03,28.26,True
104821.42,3126.99,1.03,31.33,False
148924.37,39438.56,1.24,4.42,True
27729.0,5473.22,1.18,5.58,True
3516.98,748.98,1.19,5.25,True
1224.0,2.0,1.0,554.74,False
21992.0,45257.41,2.86,1.44,True
39476.36,14244.8,1.33,3.51,False
2700.0,856.49,1.29,3.85,True
18260.1,16794.59,1.83,1.98,True
2804.47,326.66,1.11,8.77,True
363.9,1385.73,4.45,1.24,True
33196.51,11527.44,1.31,3.61,False
20592.5,4988.02,1.22,4.74,True
63995.22,97497.66,2.38,1.59,False
2620.0,286.86,1.1,9.26,True
29219.0,34461.59,2.07,1.77,False
17069.34,4623.1,1.25,4.34,True
26597.93,38725.88,2.32,1.62,False
51.0,74.0,2.31,1.62,False
180651.19,35122.87,1.18,5.65,True
21466.31,26960.2,2.14,1.72,False
4048.88,1230.67,1.28,3.98,True
1626.0,681.06,1.38,3.16,True
7829.66,4869.62,1.56,2.45,True
2959.3,576.84,1.18,5.64,True
2076.46,43200.0,19.82,1.04,True
5470.06,7198.61,2.19,1.69,False
93840.0,66041.66,1.64,2.29,False
681.33,32500.0,44.16,1.02,True
12331.99,21411.96,2.57,1.52,True
2909.18,318.87,1.1,9.25,True
4977.08,47749.9,9.68,1.09,True
69226.41,34603.62,1.45,2.81,True
6291.33,86699.05,13.47,1.07,True
8395.49,1708.58,1.18,5.45,True
34089.38,52881.04,2.4,1.58,True
8007.93,6476.58,1.73,2.12,True
2275.54,12382.0,5.92,1.17,True
221706.19,26818.87,1.11,8.48,True
30743.04,8687.14,1.26,4.2,True
1172.42,1607.0,2.24,1.66,False
64448.44,32922.18,1.46,2.77,True
30479.97,9761.17,1.29,3.83,True
2161.79,8331.24,4.49,1.23,True
12305.0,2346.59,1.17,5.74,True
5314.56,10481.05,2.78,1.46,True
28.0,20.0,1.65,2.27,False
104125.03,185094.42,2.61,1.51,True
65667.5,4154.93,1.06,15.3,True
21348.82,6951.47,1.29,3.78,True
6658.0,4958.07,1.67,2.22,True
16190.0,11982.5,1.67,2.22,False
6576.12,5805.78,1.8,2.02,False
7224.1,2004.09,1.25,4.26,True
17231.44,3379.35,1.18,5.61,True
33595.71,12297.42,1.33,3.47,False
527.26,20603.0,36.36,1.02,False
1432.0,947.0,1.6,2.37,False
24371.32,17539.65,1.65,2.26,False
107.0,18.0,1.15,6.38,False
50.0,9.0,1.16,6.03,True
98735.54,489413.88,5.48,1.18,False
811768.45,174417.74,1.19,5.21,True
4164.39,5414.0,2.18,1.7,True
3617.59,1939.98,1.49,2.69,True
81431.0,55631.64,1.62,2.32,False
6911.0,1975.1,1.26,4.17,True
151883.8,84825.14,1.51,2.62,True
71152.69,116325.77,2.48,1.55,False
140915.81,37407.62,1.24,4.41,True
58468.03,3306.19,1.05,17.0,True
1244321.31,506375.74,1.37,3.22,True
6660.73,10274.61,2.4,1.59,False
22445.8,43293.65,2.75,1.47,True
152535.93,32152.78,1.19,5.29,False
39466.06,8400.96,1.19,5.25,False
360041.49,258317.93,1.65,2.26,True
171.0,215.0,2.14,1.72,False
205038.49,36907.96,1.16,6.03,False
131246.11,226523.77,2.56,1.52,True
1.0,1.0,1.9,1.9,False
171859.78,107233.27,1.56,2.45,False
1660.96,5800.36,4.16,1.26,True
1084125.4,507922.91,1.42,2.93,True
581.0,284.0,1.44,2.85,True
15158.55,110941.5,7.62,1.12,True
11307.07,54774.0,5.38,1.19,True
40033.0,4112.87,1.09,9.81,False
417.0,1168.01,3.53,1.32,True
344.23,159.21,1.42,2.96,True
1012148.44,161380.96,1.14,6.67,True
111.15,11.0,1.09,10.14,True
17434.6,138604.78,8.19,1.11,True
80778.86,25206.91,1.28,3.9,True
16402.85,13290.63,1.73,2.12,False
305966.07,55563.08,1.16,5.98,True
3848.64,27503.0,7.47,1.13,True
307.93,395.64,2.16,1.7,False
182089.34,9616.1,1.05,18.13,True
101894.21,183099.0,2.63,1.5,True
120.21,139.0,2.05,1.78,True
78982.16,13551.83,1.16,6.27,True
6125.32,36151.45,6.34,1.15,True
170385.19,572628.79,4.04,1.27,False
53581.44,16729.15,1.28,3.9,True
79990.53,18323.03,1.21,4.95,False
89019.18,25279.63,1.26,4.19,True
180.0,237.0,2.19,1.69,True
403548.32,108752.42,1.24,4.36,True
349505.27,898957.4,3.33,1.35,False
152074.47,49377.7,1.29,3.79,True
112475.78,273379.07,3.2,1.37,False
16116.92,100710.13,6.65,1.14,True
38592.41,3886.33,1.09,9.98,True
505.73,329.0,1.59,2.39,True
4093.09,28113.91,7.21,1.13,True
14.0,12.0,1.78,2.06,False
248.55,346.91,2.26,1.65,True
185073.87,91926.39,1.45,2.82,True
33571.11,7339.9,1.2,5.14,True
26998.53,109915.44,4.68,1.22,True
1044.88,601.9,1.52,2.57,True
32204.01,11075.23,1.31,3.63,False
813348.23,178815.54,1.2,5.12,True
407822.38,391805.82,1.87,1.94,False
3381.92,6451.8,2.73,1.47,False
978483.95,673225.31,1.62,2.32,True
644553.99,120245.79,1.17,5.85,False
246054.83,261918.24,1.96,1.85,True
208410.0,24455.11,1.11,8.71,True
7672.76,154795.0,19.25,1.04,True
436.0,680.0,2.41,1.58,False
81348.88,1906.87,1.02,39.6,True
97585.3,86121.78,1.8,2.03,False
18312.26,1265.58,1.06,14.09,False
300.0,165.0,1.5,2.65,True
638.81,97789.81,139.51,1.01,False
19722.89,5212.98,1.24,4.42,False
670322.66,104089.95,1.14,6.83,True
43259.11,103262.98,3.16,1.38,True
46787.74,6602.18,1.13,7.41,False
1651.34,28.01,1.02,54.34,False
4744.51,44359.0,9.46,1.1,True
5759.9,4726.25,1.74,2.1,True
744594.07,167804.77,1.2,5.01,True
55084.99,155796.15,3.56,1.32,True
121536.28,17104.87,1.13,7.43,True
1515300.02,555031.41,1.33,3.47,True
61603.26,139894.25,3.05,1.4,False
16990.49,17113.95,1.91,1.9,True
359009.8,6910.05,1.02,48.01,True
60.0,15.0,1.23,4.62,False
26.98,173.0,6.8,1.14,True
296429.07,2494.66,1.01,108.51,True
13781.52,8875.96,1.58,2.4,False
31281.15,331.05,1.01,86.5,False
31952.61,1810.09,1.05,16.97,False
1.0,2.0,2.81,1.45,True
10069.0,59353.24,6.33,1.15,True
28789.86,13810.9,1.43,2.89,True
18114.32,18263.23,1.91,1.9,True
62345.92,9305.97,1.14,7.06,True
2242.0,3896.14,2.57,1.52,False
712508.46,1254804.1,2.59,1.51,True
34288.15,6474.38,1.17,5.79,True
1877796.17,721345.26,1.35,3.36,True
21157.21,12578.89,1.54,2.52,False
18325.0,9583.61,1.47,2.73,True
205482.07,182460.96,1.8,2.02,False
2964.25,29166.0,9.9,1.09,True
173.0,362.05,2.89,1.43,False
57.05,25.05,1.4,3.06,False
583.52,40050.0,63.1,1.01,True
116190.52,15345.65,1.12,7.85,True
80619.62,66892.52,1.75,2.09,True
172179.55,5118.61,1.03,31.44,False
61273.37,70314.74,2.04,1.79,True
724947.91,556818.24,1.69,2.18,False
9450.28,4841.06,1.46,2.77,False
313258.97,73444.99,1.21,4.86,True
334808.91,247133.14,1.67,2.23,False
236.0,162.0,1.62,2.32,False
671739.62,848707.88,2.14,1.72,True
629.79,749.0,2.08,1.76,True
70075.0,10132.55,1.13,7.26,True
56405.56,12325.77,1.2,5.14,True
19728.35,658810.99,31.22,1.03,True
20780.53,123995.84,6.4,1.15,True
77202.92,258856.77,4.03,1.27,False
5260508.81,20665865.27,4.55,1.23,True
362.08,473.0,2.18,1.69,True
73030.94,279620.48,4.46,1.24,False
623.46,967.17,2.4,1.58,True
5396.11,5987.0,2.0,1.82,False
27492.0,3623.3,1.12,7.87,True
328250.0,5309.47,1.01,56.94,True
47203.0,8419.37,1.16,6.07,True
46367.99,63849.02,2.25,1.66,False
5781575.18,13152486.84,3.06,1.4,True
100.0,50.0,1.45,2.81,True
4914103.33,7907968.34,2.46,1.56,True
271721.08,61683.2,1.21,4.99,True
24359.24,95429.08,4.54,1.23,False
221866.32,11953.92,1.05,17.79,True
86736.88,4237.86,1.04,19.52,False
19092.16,53137.6,3.52,1.33,True
143289.83,188137.31,2.19,1.69,True
1294.46,1000.0,1.7,2.17,True
7032117.22,2279382.54,1.29,3.79,True
324336.0,8998.92,1.03,33.61,True
4429087.4,1459945.07,1.3,3.74,True
55145.8,80695.0,2.32,1.62,True
51355.21,24261.99,1.43,2.92,False
258657.03,206829.59,1.72,2.13,True
3900.09,1719.5,1.4,3.05,False
1283851.47,1241939.32,1.88,1.94,True
1483082.56,932338.67,1.57,2.44,True
17253.91,49008.11,3.57,1.32,True
72832.94,39309.59,1.49,2.68,True
132296.14,113248.73,1.77,2.06,True
332100.68,114886.05,1.31,3.62,True
266198.7,103303.7,1.35,3.33,False
161378.83,16034.46,1.09,10.11,False
24267.18,1823.68,1.07,13.04,False
23097.01,1630.46,1.06,13.82,True
1.0,6.0,6.43,1.15,True
5262.38,12255.92,3.11,1.39,False
38999.86,192099.8,5.46,1.18,True
865.46,565.03,1.59,2.39,False
4849.76,1649.87,1.31,3.66,True
24205.49,22748.76,1.85,1.96,False
1586.01,15449.69,9.81,1.09,False
12640.98,16678.39,2.19,1.69,False
139343.55,236999.73,2.54,1.53,False
8080.68,7680.13,1.86,1.95,False
11198.93,2549.26,1.21,4.97,False
106641.66,88037.55,1.75,2.1,False
179436.44,79088.81,1.4,3.05,True
9486.26,6718.27,1.64,2.28,False
204401.07,55580.07,1.25,4.33,True
153128.68,88782.0,1.52,2.56,True
130.0,3612.82,26.15,1.03,False
5198.55,3384.93,1.59,2.39,True
10759.32,177970.59,15.97,1.05,True
177386.19,17473.62,1.09,10.19,True
4408.74,3708.51,1.76,2.08,False
1635.7,2495.69,2.38,1.59,True
29728.36,40076.33,2.22,1.67,True
3127.58,23620.94,7.83,1.12,True
90.05,254.0,3.55,1.32,True
99.07,588.4,6.37,1.15,True
11164.45,24715.56,3.0,1.41,False
274.01,301.05,1.99,1.82,False
1242469.05,2688658.81,2.96,1.42,True
5232.8,7612.46,2.32,1.62,True
860.46,388.0,1.41,3.01,True
7467.53,7653.83,1.93,1.88,True
16883.85,12736.59,1.68,2.2,False
5464474.14,8010186.15,2.33,1.62,False
316679.53,6592.73,1.02,44.46,True
3761163.47,7839162.08,2.89,1.43,True
10168.48,2974.07,1.26,4.09,False
102738.24,20877.21,1.18,5.45,True
52.0,23.0,1.4,3.05,True
478.5,4944.36,10.35,1.09,False
26351.96,5185.34,1.18,5.6,True
7535.42,6690.89,1.8,2.02,False
36373.0,15825.58,1.39,3.08,True
12176.58,8177.06,1.61,2.35,False
118559.29,89187.97,1.68,2.2,True
115089.11,33273.86,1.26,4.13,False
1538474.76,917972.86,1.54,2.52,True
13379708.0,17629541.41,2.19,1.69,False
2840593.73,5990862.06,2.91,1.43,True
104807.2,236610.41,3.04,1.4,True
7504471.15,4209018.4,1.51,2.61,False
1571185.59,1604127.29,1.92,1.89,False
10994.81,6003.96,1.49,2.66,True
249210.87,120620.27,1.44,2.87,False
55747.37,33005.28,1.54,2.53,True
202346.24,301583.49,2.35,1.61,False
1.0,1.0,1.9,1.9,False
21086627.49,7580627.46,1.33,3.52,True
23.02,27.0,2.06,1.77,True
957019.46,108483.42,1.1,8.98,True
1555009.25,907486.04,1.53,2.55,True
4878964.04,10514507.67,2.95,1.42,True
1125549.07,610870.07,1.49,2.67,False
3616597.45,3479493.29,1.87,1.94,False
4658759.76,2732006.09,1.53,2.54,True
3950.91,2598.42,1.6,2.38,True
3348.28,1728.16,1.47,2.75,True
1267010.44,880567.7,1.63,2.3,True
377177.85,569017.91,2.36,1.6,False
1919536.04,850350.25,1.4,3.04,True
49.0,29.0,1.54,2.53,True
1364457.28,1144410.41,1.76,2.08,False
1849860.82,657275.08,1.32,3.55,False
35986.51,11442.54,1.29,3.85,True
1315700.38,1207507.36,1.83,1.99,True
235.24,149.0,1.57,2.43,False
704961.31,1874808.45,3.41,1.34,True
721385.26,846717.96,2.06,1.77,False
96.02,121.88,2.15,1.71,True
88.0,135.0,2.39,1.59,True
667288.31,895415.32,2.21,1.67,True
1345057.0,720561.69,1.48,2.69,True
77502.8,11547.03,1.13,7.07,True
1160961.9,538361.57,1.42,2.95,True
1568740.35,763388.67,1.44,2.86,False
434.98,330.02,1.69,2.19,True
1436292.58,756912.75,1.48,2.72,False
1291319.68,551519.25,1.39,3.12,True
874083.54,2866607.5,3.97,1.28,True
902887.17,923485.26,1.93,1.88,False
2000.96,2665.8,2.21,1.68,False
103742.93,12009.66,1.1,8.82,True
47645.13,7145.29,1.14,7.03,True
101.0,30.0,1.27,4.05,True
28982.0,3494.46,1.11,8.5,False
54586.0,137019.16,3.27,1.36,True
6533.33,14995.22,3.08,1.39,False
1841.82,1996.23,1.98,1.83,True
436172.19,403031.71,1.84,1.98,False
333.93,139.93,1.38,3.16,True
5600299.63,5497429.93,1.89,1.92,False
9986738.84,2847337.89,1.26,4.17,True
65743.69,55118.38,1.76,2.08,False
459478.37,97289.44,1.19,5.27,True
981579.8,176486.91,1.16,6.03,True
1748.64,3313.94,2.71,1.48,True
4470844.88,6206647.86,2.26,1.65,True
281058.77,37663.3,1.12,7.75,True
1306540.97,461754.78,1.32,3.56,False
2612853.93,2325994.42,1.81,2.02,True
170030.27,252995.41,2.35,1.61,True
18370.47,109829.38,6.41,1.15,True
2617360.12,1550820.44,1.54,2.53,True
309010.73,100048.42,1.29,3.79,True
485769.06,356153.03,1.66,2.23,False
4996567.49,3250877.04,1.59,2.39,True
256.74,301.0,2.06,1.77,True
1189412.34,1977431.51,2.5,1.54,True
310591.46,234666.43,1.68,2.2,True
570158.22,237396.06,1.38,3.17,True
9809611.46,5098373.48,1.47,2.74,True
1801.66,5064.49,3.54,1.32,True
105677.46,11986.99,1.1,8.98,True
1620167.41,3613808.74,3.02,1.41,True
2708422.42,1678905.33,1.56,2.46,True
289447.0,385994.55,2.21,1.68,True
2486892.32,2341020.42,1.85,1.96,False
68372.66,274594.56,4.63,1.23,True
2135779.82,2005810.45,1.85,1.96,False
776335.77,1541142.67,2.8,1.46,True
2347820.66,1307262.47,1.5,2.63,True
2098202.87,1229678.32,1.53,2.54,False
2388799.94,454752.38,1.17,5.75,True
3830778.02,648124.87,1.15,6.35,True
2747976.04,2377957.81,1.78,2.05,True
1599647.38,1011888.63,1.57,2.43,True
66.0,1050.42,15.4,1.06,False
204007.0,10577.36,1.05,18.45,True
957385.91,4256520.23,5.02,1.2,True
2884806.46,1272952.13,1.4,3.05,True
3412774.18,2412379.49,1.64,2.28,False
321125.54,505420.38,2.42,1.57,True
21080.0,1487.49,1.06,13.82,True
39737.81,12260.83,1.28,3.93,True
34498.68,9221.88,1.24,4.38,True
142095.09,183542.47,2.17,1.7,False
14499.84,19266.9,2.2,1.68,True
627453.64,1709022.23,3.46,1.33,True
2868038.53,141722.15,1.04,19.31,True
38421.33,13064.68,1.31,3.66,False
1274684.25,2604780.37,2.85,1.44,True
3300.42,1804.96,1.49,2.65,True
50400.0,41363.01,1.74,2.1,False
86700.0,19476.28,1.2,5.03,True
59064.75,54062.58,1.83,1.99,True
5299737.92,388993.53,1.07,13.33,True
105931.88,107458.96,1.92,1.89,True
72514.0,37909.96,1.47,2.73,False
24575.69,727462.94,27.78,1.03,True
222482.0,9212.99,1.04,22.85,True
411758.86,955768.84,3.1,1.39,False
229402.24,44667.41,1.18,5.65,True
15061.29,6223.24,1.37,3.19,True
29649.43,56803.42,2.73,1.47,False
159254.99,46990.51,1.27,4.07,True
1164450.2,533546.26,1.41,2.97,True
404967.72,1622.86,1.0,226.78,True
107.0,30.0,1.25,4.23,True
11419889.63,3497862.64,1.28,3.95,False
71847.46,100160.64,2.26,1.65,True
91242.87,58702.41,1.58,2.41,False
538243.71,9944.71,1.02,49.97,True
549042.83,21611.01,1.04,23.99,True
18958.0,4921.19,1.23,4.49,True
6252.16,14307.3,3.07,1.4,False
685.63,271.63,1.36,3.28,True
472.53,526.08,2.01,1.81,False
1375670.81,15420934.46,11.14,1.08,True
126700.62,35712.78,1.26,4.21,True
51718.63,11789.03,1.21,4.97,True
32062.87,85165.54,3.4,1.34,True
23342.26,2588.95,1.1,9.16,True
228774.91,6325.83,1.03,33.72,True
42500.0,55006.94,2.17,1.7,True
7806.0,5938.68,1.69,2.19,False
56226.64,17041.58,1.27,3.99,True
5838.19,6903.22,2.07,1.77,False
20676.06,34414.97,2.51,1.54,True
227185.24,85815.89,1.34,3.4,True
3083220.88,87320.81,1.03,32.95,True
7978.0,2825.77,1.32,3.55,True
121683.23,16280.23,1.12,7.76,True
222149.69,174896.3,1.71,2.15,True
4754993.89,316610.5,1.06,14.59,True
170312.45,94508.78,1.5,2.63,True
18311.28,47306.42,3.34,1.35,True
47574.88,76953.61,2.46,1.56,False
1496057.27,84603.7,1.05,17.0,True
73073.43,42569.7,1.53,2.55,True
28657.77,45711.79,2.44,1.57,True
1562284.26,894605.51,1.52,2.58,False
95098.73,78636.17,1.75,2.09,True
14369.01,7354.43,1.46,2.77,False
2727668.77,1210245.59,1.4,3.04,False
175520.23,110445.0,1.57,2.44,False
79296.94,35690.77,1.41,3.01,True
148440.43,71539.14,1.44,2.88,True
376097.23,251145.85,1.6,2.35,True
88488.74,120369.4,2.23,1.67,False
125877.71,209720.08,2.51,1.54,False
52373.04,81160.17,2.4,1.58,True
183172.61,202115.93,2.0,1.82,False
90977.11,70772.54,1.7,2.16,False
5955.34,5819.33,1.88,1.93,False
290869.8,46656.71,1.15,6.64,True
98431.16,131824.23,2.21,1.68,True
16255.01,23942.08,2.33,1.61,False
139206.14,154600.6,2.0,1.81,True
179418.97,117835.82,1.59,2.38,True
274799.86,130201.67,1.43,2.91,False
43289.5,67716.4,2.42,1.58,False
78719.82,69736.64,1.8,2.02,False
4585.69,1014.77,1.2,5.09,False
11581.42,24868.37,2.94,1.42,False
250126.8,186548.13,1.67,2.21,False
20767.82,29474.29,2.28,1.64,False
170151.5,35003.29,1.19,5.4,True
55794.58,79648.2,2.29,1.63,False
387339.33,364686.91,1.85,1.96,False
103557.15,28098.07,1.25,4.33,True
30578.56,11032.12,1.33,3.51,True
240044.49,8205.78,1.03,27.47,True
24423.64,53887.54,3.0,1.41,False
396.0,1404.0,4.21,1.26,True
50318.66,25905.52,1.47,2.76,True
277108.09,29809.74,1.1,9.41,True
82832.31,72977.6,1.8,2.03,False
442789.87,244199.84,1.5,2.64,True
29872.11,4162.14,1.13,7.49,True
143872.48,46563.32,1.29,3.8,True
52789.01,85160.22,2.46,1.56,False
545064.14,267708.24,1.44,2.84,True
234935.68,69490.52,1.27,4.06,True
2310.57,745.0,1.29,3.81,False
129122.25,78417.26,1.55,2.49,True
797820.48,31637.46,1.04,23.82,True
264410.82,71845.78,1.25,4.33,False
2508923.17,647471.51,1.23,4.51,True
49423.47,130706.0,3.39,1.34,True
293445.02,195591.5,1.6,2.36,True
123085.44,389431.5,3.86,1.29,True
1250.47,732.23,1.53,2.55,False
22642.83,44566.74,2.78,1.46,True
31647.81,13115.62,1.37,3.18,False
34547.47,142811.71,4.74,1.22,False
177738.98,150268.27,1.76,2.07,True
72578.37,14049.0,1.18,5.67,True
28439.4,7819.06,1.25,4.29,True
178238.01,55759.29,1.28,3.89,True
49712.32,50978.13,1.93,1.88,False
60685.07,110398.07,2.65,1.5,True
9677.23,5521.0,1.52,2.59,False
565932.18,100398.31,1.16,6.1,False
110.0,32.06,1.26,4.1,True
45135.49,19748.61,1.4,3.07,False
10797.63,102503.0,9.59,1.1,True
15014.84,54566.58,4.29,1.25,True
125277.11,15514.82,1.11,8.31,True
215.39,4353.31,19.29,1.04,True
17194.11,3921.29,1.21,4.97,True
5455.03,5940.11,1.99,1.83,True
3333.23,30429.77,9.26,1.1,True
482118.88,1694334.04,4.18,1.26,True
6968.25,21736.0,3.82,1.29,True
18852.82,3356.92,1.16,6.08,True
14103.0,4129.95,1.26,4.09,False
9749.31,1212.77,1.11,8.27,True
3085153.88,2348940.58,1.69,2.19,True
39373.17,8932.49,1.21,4.99,True
160.62,515.0,3.9,1.28,True
80.31,510.0,6.75,1.14,True
4758.39,16479.65,4.13,1.26,True
11890.56,3225.17,1.25,4.34,True
61281.71,9135.49,1.13,7.07,True
71.0,100.15,2.28,1.64,True
11586.77,43539.76,4.4,1.24,True
8646.79,4970.75,1.52,2.57,False
25.0,6.0,1.22,4.77,False
17461.0,9093.0,1.47,2.74,False
5245.08,5359.0,1.92,1.89,True
940.47,2170.0,3.09,1.39,False
20622.0,48963.68,3.15,1.38,True
11494.3,18478.45,2.45,1.56,True
2179184.32,3549894.49,2.47,1.56,True
10737.23,23980.04,3.02,1.41,False
274.47,251.0,1.83,1.99,False
77182.66,22288.34,1.26,4.13,True
7108.03,27849.07,4.54,1.23,True
5895.0,1201.77,1.18,5.44,True
46234.04,46881.37,1.92,1.89,False
3077.78,2341.57,1.69,2.19,False
13824.73,6322.29,1.41,2.98,True
115308.84,25286.35,1.2,5.13,True
21162.98,4723.52,1.2,5.05,True
13243.96,5117.3,1.35,3.34,True
1302741.64,379497.31,1.26,4.11,False
16116.76,13911.75,1.78,2.05,False
30.0,20.0,1.6,2.36,False
451.0,304.94,1.61,2.34,False
27141.53,5880.66,1.2,5.18,True
25566.83,23906.04,1.85,1.97,True
12251.8,22251.17,2.64,1.5,True
3372.29,3142.56,1.84,1.97,False
26222.7,40516.43,2.4,1.59,False
2216.0,2666.0,2.09,1.75,True
367.06,910.0,3.24,1.36,False
30894.1,267047.67,8.82,1.1,True
16206.61,7501.07,1.42,2.95,True
259321.21,84841.93,1.3,3.77,True
582563.62,473480.95,1.74,2.11,True
24957.64,29147.89,2.06,1.77,True
11080.0,13032.0,2.06,1.77,True
10169.8,17561.62,2.56,1.52,True
7207.57,40609.72,6.1,1.16,False
7883.16,12160.56,2.4,1.59,True
1501.28,1260.0,1.76,2.08,True
92466.15,259518.86,3.54,1.32,True
181825.46,58480.32,1.29,3.81,False
930.76,2468.0,3.4,1.34,True
122047.02,43701.69,1.32,3.53,True
72189.38,69406.61,1.87,1.94,False
90037.62,89503.25,1.9,1.91,True
416.3,381.0,1.83,1.99,True
63880.73,76400.53,2.08,1.76,True
12712.0,9564.85,1.68,2.2,False
15568.74,4075.09,1.24,4.46,True
50.74,327.0,6.83,1.14,False
25547.99,53841.68,2.91,1.43,True
49881.95,125641.3,3.28,1.36,True
3573.78,4476.99,2.13,1.72,True
53501.8,355248.37,7.01,1.14,True
193798.25,249081.18,2.16,1.7,True
15057.71,6273.07,1.38,3.17,True
976.38,257.84,1.24,4.43,True
33507.64,34922.89,1.94,1.87,False
5557.14,3271.38,1.53,2.54,True
2018485.96,168817.77,1.08,11.82,True
88096.51,28736.57,1.3,3.77,False
2053.96,1143.72,1.5,2.62,True
2672220.78,1136636.07,1.38,3.13,True
22247.98,31124.65,2.27,1.65,False
9432.85,20188.83,2.94,1.42,True
22220.0,7387.27,1.3,3.72,False
38565.62,79782.21,2.87,1.44,True
32868.34,44499.39,2.22,1.67,False
97.0,89.0,1.83,1.99,False
120.0,124.0,1.93,1.88,True
18193.98,33798.12,2.68,1.49,True
107470.98,3419.47,1.03,29.44,False
8598.15,2470.98,1.26,4.15,False
567.0,320.25,1.51,2.6,True
148885.55,10589.67,1.06,13.72,True
