left_sum,right_sum,kef1,kef2,min_win
54928.83,38733.0,1.64,2.28,False
47016.83,6220.32,1.12,7.84,True
185429.94,56459.26,1.28,3.97,True
81430.5,10898.46,1.12,7.76,True
136446.69,10816.25,1.07,12.41,False
9908.56,19193.01,2.75,1.47,True
268526.77,214542.73,1.72,2.13,False
12373.05,10421.0,1.76,2.07,False
3210.0,1921.0,1.54,2.51,True
16700.04,12006.0,1.65,2.26,False
1494.33,957.69,1.58,2.41,True
35558.66,32854.33,1.84,1.98,True
1110.03,1114.09,1.91,1.9,False
107363.91,94617.38,1.8,2.03,True
6039.49,3772.77,1.57,2.45,False
98360.24,13089.61,1.12,7.8,True
164966.93,51796.25,1.28,3.88,True
9671.0,3345.93,1.31,3.62,True
28497.28,68158.59,3.16,1.38,False
33437.0,28598.18,1.77,2.06,True
20271.89,4947.6,1.22,4.71,True
2371025.19,52333.82,1.02,41.99,True
1741.12,1064.01,1.55,2.48,False
102074.43,132536.43,2.17,1.7,False
11220.11,2153.48,1.17,5.71,True
301.2,176.32,1.53,2.55,False
142091.29,3579.0,1.02,36.92,True
63640.26,72063.36,2.02,1.8,False
54945.22,11669.07,1.19,5.26,True
158712.71,11529.49,1.07,13.46,False
3220.99,9411.06,3.64,1.31,True
98026.34,69954.46,1.65,2.27,True
7821.39,481810.81,56.74,1.01,True
695243.87,906014.56,2.18,1.69,True
12099.47,9760.98,1.73,2.12,False
7367.0,3401.92,1.42,2.96,True
7864.47,4514.18,1.52,2.58,False
14214.0,4653.31,1.3,3.76,True
11752.72,9608.07,1.74,2.11,True
2909987.7,181423.13,1.06,15.51,True
30736.43,54371.0,2.6,1.51,True
13545.92,41574.68,3.78,1.29,True
128904.93,63998.0,1.45,2.82,True
432.0,81.0,1.17,5.83,True
1367.74,423.56,1.28,3.92,False
177323.63,99502.78,1.51,2.61,True
26869.6,5183.24,1.17,5.69,True
101471.92,81483.58,1.73,2.13,False
1072.0,220.0,1.19,5.41,False
516285.57,6441.32,1.01,73.52,True
26271.97,60374.87,3.08,1.39,False
2981.73,6449.74,2.96,1.42,False
20.0,93.0,5.21,1.19,True
239905.31,701.79,1.0,310.3,True
50.11,9104.0,165.38,1.0,False
10771.15,331.31,1.03,30.42,True
1021.15,20887.54,19.51,1.04,True
8751.0,1543.31,1.16,6.13,True
24840.3,15850.79,1.58,2.42,False
37781.33,24373.1,1.58,2.4,True
11121.15,32164.0,3.62,1.31,True
21492.0,2322.54,1.1,9.37,True
740377.72,17398.95,1.02,39.5,True
177129.92,215620.92,2.1,1.74,True
4188.15,8982.0,2.94,1.42,True
68223.72,82086.52,2.09,1.75,False
152.04,176.0,2.05,1.78,True
2037.34,1030.0,1.46,2.79,True
213665.87,260130.28,2.1,1.74,False
52875.18,6541.82,1.11,8.31,True
146432.09,192185.29,2.19,1.69,True
175262.2,65308.48,1.34,3.43,True
7348.73,5605.0,1.69,2.19,False
134.0,149.0,2.01,1.81,True
65216.95,182930.25,3.54,1.32,True
89188.02,56140.0,1.57,2.44,False
32023.34,31946.9,1.9,1.91,False
27220.37,3297.05,1.11,8.47,True
114949.87,49974.43,1.39,3.08,True
110612.66,92355.0,1.76,2.08,False
3816.97,1494.15,1.35,3.31,True
5303.87,4453.0,1.76,2.08,True
59137.92,41359.15,1.63,2.29,False
121814.36,153468.65,2.14,1.72,False
456274.18,23984.99,1.05,18.21,True
14967.91,3490.12,1.21,4.88,True
23103.55,11535.71,1.45,2.81,True
591082.22,420806.52,1.64,2.27,True
234206.25,1157985.54,5.47,1.18,True
2282649.91,992595.22,1.39,3.08,True
43773.0,17349.67,1.36,3.28,True
5996.0,1542.15,1.23,4.52,True
4820.64,7691.12,2.44,1.57,False
12375.55,7761.5,1.57,2.44,False
2571.57,11422.0,5.02,1.2,True
187.0,91.15,1.44,2.86,False
28911.15,45343.32,2.42,1.58,True
573597.35,499667.24,1.79,2.04,True
14.0,78.27,6.06,1.16,True
3425.75,10135.62,3.68,1.31,True
272023.72,567259.46,2.89,1.43,False
11602.0,54084.15,5.22,1.19,True
11070.12,11431.28,1.93,1.88,False
3626.94,16657.22,5.16,1.2,True
2042.0,704.1,1.31,3.62,True
386069.24,225429.52,1.53,2.55,True
2745.56,2480.31,1.82,2.0,False
96213.57,47499.99,1.45,2.83,True
64972.03,17100.53,1.24,4.44,True
1036.0,1488.0,2.3,1.63,False
286.34,1304.0,5.12,1.2,True
81.0,60.0,1.67,2.22,False
237595.43,108557.59,1.41,2.98,False
1280750.5,298993.01,1.21,4.88,False
11737.31,9638.31,1.74,2.1,False
27506.15,12582.04,1.41,2.98,True
532803.54,334491.96,1.57,2.44,False
154463.38,497136.32,3.91,1.28,True
741.0,2233.0,3.73,1.3,True
606.0,142.0,1.21,4.86,False
6415.46,1242.73,1.18,5.67,True
4543.38,3138.84,1.63,2.31,True
133639.04,9855.11,1.07,13.27,True
8967.31,1689.0,1.17,5.8,True
359004.95,471663.82,2.19,1.69,False
15685.26,30287.41,2.75,1.47,False
209.07,186.0,1.8,2.02,False
389.0,290.23,1.68,2.21,True
7924.38,31988.0,4.65,1.22,True
36109.38,9032.93,1.23,4.62,True
80333.15,13662.27,1.15,6.32,False
13911.66,6059.0,1.39,3.08,True
430305.32,129004.4,1.27,4.02,True
2924432.67,2918649.27,1.9,1.91,False
60.43,79.0,2.18,1.69,True
52738.75,597845.21,11.26,1.08,True
103.0,68.0,1.6,2.37,True
6542.19,14857.34,3.05,1.4,True
5905.91,1962.03,1.3,3.72,True
535534.27,135023.81,1.23,4.59,True
28934.54,30623.32,1.96,1.85,False
8824.28,13031.01,2.34,1.61,True
15753.34,8764.08,1.5,2.63,True
14460.92,9268.52,1.58,2.41,True
24061.25,31467.74,2.18,1.69,True
21884.94,12263.25,1.51,2.61,True
33232.64,22324.42,1.61,2.35,True
11299.0,18647.46,2.49,1.55,True
7604.99,14376.7,2.71,1.48,True
23234.4,50511.64,2.97,1.42,True
3155.72,3672.0,2.05,1.78,False
13752.44,35949.09,3.37,1.35,False
24686.17,42336.0,2.55,1.53,True
20451.04,40346.19,2.79,1.46,False
423414.75,64186.82,1.14,6.97,True
145812.48,148720.34,1.92,1.89,True
274771.43,556137.27,2.83,1.45,True
568575.01,17562.38,1.03,30.29,True
600762.0,158321.27,1.24,4.43,True
351602.73,125456.16,1.32,3.54,True
98296.95,395377.28,4.64,1.22,True
281002.05,27580.28,1.09,10.22,True
145406.34,92936.63,1.58,2.42,True
18643.03,5220.09,1.25,4.23,True
3287.1,1549.22,1.43,2.92,False
583069.13,116795.38,1.18,5.52,True
64910.31,15330.12,1.21,4.83,True
1359.05,2692.15,2.79,1.46,False
17470.71,16588.96,1.86,1.95,False
6272.23,15462.38,3.23,1.37,True
17290.0,4202.54,1.22,4.72,True
110583.23,73663.26,1.6,2.36,False
22599.17,48539.43,2.94,1.42,True
15187.13,11796.58,1.7,2.16,False
20534.26,11910.0,1.52,2.56,True
1821.0,2224.43,2.11,1.74,True
25125.99,60539.66,3.18,1.38,True
61754.83,15457.57,1.23,4.61,True
72466.55,92192.79,2.15,1.71,False
641573.61,114409.81,1.16,6.07,True
196170.38,352585.47,2.63,1.5,True
28896.11,60855.28,2.91,1.43,False
158138.24,365377.02,3.09,1.39,True
805647.67,162691.99,1.18,5.48,False
293921.8,110386.68,1.34,3.41,True
90759.4,816791.44,9.14,1.1,True
19796.95,17555.53,1.8,2.02,False
46671.54,157550.11,4.05,1.27,True
131191.66,242709.61,2.67,1.49,True
6188.4,7604.0,2.11,1.74,False
1344.49,6242.0,5.2,1.19,True
48203.64,31746.73,1.6,2.37,True
5121.76,4190.51,1.74,2.11,True
1674.51,848.83,1.46,2.78,False
457.76,926.5,2.83,1.45,True
83228.15,43300.59,1.47,2.74,False
272462.07,643559.6,3.14,1.38,True
2275.0,2010.0,1.8,2.02,False
15726.19,115636.74,7.65,1.12,True
11696.73,7268.9,1.56,2.46,False
1150.24,412.0,1.32,3.53,True
270308.68,49938.94,1.17,5.9,True
4202.22,5873.84,2.26,1.65,False
5305.0,2779.23,1.47,2.73,True
49430.08,61666.03,2.13,1.73,False
82135.25,81793.16,1.9,1.91,False
6610.0,5896.0,1.81,2.01,False
161907.39,329490.37,2.84,1.44,True
500.0,638.0,2.15,1.71,False
641067.6,498567.59,1.7,2.16,False
335115.24,236084.38,1.64,2.28,False
740975.39,52103.72,1.06,13.87,True
636222.82,579377.93,1.82,1.99,True
574862.5,68934.33,1.11,8.55,True
902929.0,124669.4,1.12,7.55,True
99382.37,24983.91,1.23,4.6,False
152819.97,429879.33,3.55,1.32,False
74806.76,172564.19,3.09,1.39,True
536600.82,81097.46,1.14,6.99,True
469777.7,626433.08,2.21,1.68,True
550.44,341.0,1.56,2.46,True
159214.45,21205.28,1.12,7.79,True
14142.97,2467.99,1.16,6.19,True
40515.73,10617.45,1.24,4.45,True
229252.12,91106.88,1.36,3.28,False
257423.53,274957.22,1.97,1.85,True
50789.07,23273.69,1.41,2.97,True
8597.08,7574.01,1.8,2.03,True
4024.25,1876.23,1.42,2.94,True
6751.15,10232.74,2.37,1.6,False
742.75,530.0,1.65,2.27,True
51236.62,232284.87,5.1,1.2,True
9397.03,4749.54,1.46,2.79,True
122989.56,9469.44,1.07,12.75,True
9757.67,42565.06,4.95,1.21,True
16935.42,7138.25,1.38,3.15,True
2867.43,168.81,1.05,16.37,False
15585.45,10096.73,1.59,2.4,False
45612.22,96728.76,2.92,1.43,True
3089.89,2123.17,1.62,2.32,True
484656.47,134913.86,1.25,4.25,False
212825.98,156489.65,1.67,2.23,True
10415.0,352.0,1.03,27.77,True
1942579.7,1570399.86,1.73,2.12,True
4438.25,4062.75,1.83,1.99,False
4200.0,758.16,1.16,6.01,True
29007.44,6543.5,1.2,5.01,True
18543.67,10337.46,1.5,2.62,False
42199.1,60501.64,2.3,1.63,False
164055.33,107069.36,1.59,2.39,False
116206.63,11850.71,1.09,9.87,True
4471.64,2275.63,1.46,2.78,False
1061292.08,467725.41,1.4,3.05,True
166955.75,22711.25,1.12,7.65,True
25031.56,17383.71,1.63,2.3,True
14502.15,130221.91,9.12,1.1,True
53179.89,19250.0,1.33,3.5,False
60003.28,8687.64,1.13,7.25,True
6307.16,19669.0,3.82,1.29,True
16005.0,3731.38,1.21,4.88,True
337891.42,133371.83,1.36,3.29,True
29432.39,38574.0,2.19,1.69,False
132963.71,81179.24,1.55,2.48,True
42522.35,18154.44,1.39,3.12,True
443926.82,128201.63,1.26,4.13,True
415527.16,136379.1,1.3,3.76,False
282072.04,71364.9,1.23,4.58,True
70774.68,56015.19,1.72,2.14,True
130007.46,156087.76,2.09,1.75,True
4057.0,1502.0,1.33,3.44,True
348775.04,196110.44,1.51,2.61,True
370491.38,573785.95,2.4,1.58,True
186179.71,391751.3,2.9,1.43,True
521.0,541.84,1.94,1.87,False
5529.0,5557.29,1.91,1.9,True
75932.0,207447.15,3.47,1.33,True
791089.11,517951.71,1.59,2.38,True
813884.07,1012849.79,2.13,1.73,True
145732.76,385477.63,3.39,1.34,False
81755.94,247752.41,3.74,1.3,True
120936.31,246964.52,2.85,1.44,True
5918.6,7387.01,2.13,1.72,False
649.0,348.0,1.49,2.69,True
94773.0,4491.0,1.04,20.09,False
562.0,4636.12,8.46,1.11,False
3964033.7,5700585.75,2.3,1.63,False
12163.87,40400.12,4.01,1.27,False
18059.01,1804.71,1.09,10.05,True
15641.16,6331.68,1.37,3.24,True
199898.98,12992.85,1.06,14.92,True
122223.18,62796.87,1.46,2.76,False
92356.95,7736.63,1.08,11.8,True
30559.62,6471.4,1.19,5.27,True
944.0,386.44,1.37,3.21,True
217373.55,305242.23,2.27,1.64,False
6404.67,25347.63,4.58,1.23,True
113210.34,80319.95,1.64,2.28,False
1710.86,4182.35,3.21,1.37,True
803186.22,467608.26,1.53,2.55,False
106267.88,24915.0,1.21,4.86,True
530471.37,246469.81,1.42,2.95,True
471505.63,233336.68,1.45,2.83,True
160259.97,127182.58,1.72,2.14,False
373392.43,1001851.78,3.43,1.34,True
19427.26,4146.0,1.19,5.24,True
248931.63,255723.17,1.93,1.88,False
1179539.05,497196.36,1.38,3.15,False
211356.15,439250.9,2.88,1.44,True
53099.43,6785.17,1.12,8.08,True
628126.81,1023415.12,2.47,1.56,True
447680.75,205889.58,1.42,2.97,False
306862.02,51571.21,1.15,6.38,True
104172.01,22098.91,1.19,5.27,True
868629.96,321520.23,1.33,3.44,True
235936.95,55504.18,1.21,4.85,True
582216.76,2975890.87,5.62,1.18,True
78219.85,129398.45,2.5,1.55,True
23431.59,95147.86,4.67,1.22,True
128457.48,202860.65,2.43,1.57,True
17919.67,80911.89,5.09,1.2,True
111984.78,15261.78,1.12,7.64,True
40607.36,5176.25,1.12,8.1,True
1361384.04,503964.74,1.33,3.44,True
3857.89,6249.8,2.47,1.56,True
171756.97,483611.77,3.55,1.32,True
193007.68,105198.98,1.49,2.66,False
259720.69,358244.91,2.25,1.66,True
467001.78,259188.7,1.5,2.63,True
67156.62,24826.79,1.33,3.45,True
588557.4,270030.57,1.42,2.97,False
112957.62,12030.68,1.1,9.5,True
939449.17,698197.45,1.67,2.22,False
69957.95,27575.72,1.36,3.3,True
1048.0,686.92,1.59,2.38,True
356301.36,279932.54,1.71,2.15,True
145374.07,383774.2,3.39,1.34,False
127691.28,15753.14,1.11,8.33,True
4939.6,13584.39,3.49,1.33,True
658774.65,384023.45,1.53,2.55,True
225622.59,32725.3,1.13,7.24,True
212885.59,336850.64,2.43,1.57,True
532451.36,246365.65,1.42,2.96,True
206467.53,460071.95,3.02,1.41,False
29391.61,61339.61,2.89,1.43,True
3677.7,5166.17,2.27,1.64,True
3955.89,207.78,1.05,18.23,False
105971.09,6687.48,1.06,15.34,True
222321.2,43552.48,1.18,5.62,True
1.0,1.0,1.9,1.9,False
2639.23,39815.94,14.65,1.06,True
1592.09,10212.21,6.8,1.14,False
20352.79,5453.83,1.24,4.38,True
28180.29,117172.18,4.76,1.22,False
562812.81,136094.23,1.22,4.74,True
392893.85,118221.71,1.27,4.01,True
840696.49,285944.88,1.31,3.66,False
953899.03,12665.89,1.01,69.14,True
261601.46,582973.11,3.02,1.41,False
199791.86,327060.33,2.48,1.55,True
316504.88,66187.59,1.19,5.33,True
881479.01,869906.99,1.89,1.92,True
433844.7,238346.48,1.5,2.65,False
414.08,3554.08,8.77,1.11,True
29844.48,47195.78,2.43,1.57,True
3764.29,3049.46,1.73,2.12,False
654857.13,103998.45,1.14,6.7,True
104050.02,160221.82,2.39,1.59,False
206140.05,124610.08,1.55,2.5,True
778418.65,1286559.67,2.5,1.55,True
307635.03,752212.34,3.21,1.37,True
291166.77,131437.04,1.41,3.0,True
368522.71,123208.96,1.3,3.71,False
7665.79,15950.22,2.88,1.43,True
1284952.1,731718.95,1.52,2.59,False
98688.11,55868.62,1.51,2.6,True
177535.82,16972.22,1.09,10.46,True
844743.98,544325.72,1.58,2.4,False
155739.82,112844.91,1.66,2.25,True
161618.71,117830.38,1.66,2.24,True
651982.96,212515.21,1.29,3.78,True
271541.39,139444.88,1.46,2.76,True
330891.55,65679.97,1.18,5.56,True
6295.41,792.14,1.11,8.19,False
34000.7,24958.32,1.66,2.23,True
14336.67,125328.47,8.91,1.1,True
4723.75,2144.03,1.41,2.99,True
1231.81,506.54,1.37,3.2,False
12663.43,407.65,1.03,29.11,True
22586.11,1953.08,1.08,11.46,False
5662.11,1713.47,1.27,3.99,True
2623.11,323.0,1.11,8.35,True
2596.27,4290.91,2.5,1.55,False
3138.64,491.0,1.14,6.78,True
1038.39,700.0,1.61,2.34,True
130170.47,153921.98,2.07,1.77,False
116007.44,56597.23,1.44,2.85,True
113.11,176.0,2.41,1.58,False
1192493.86,673069.3,1.51,2.6,True
264175.88,61201.01,1.21,4.91,True
193940.85,115432.48,1.54,2.52,False
12360.62,1186.0,1.09,10.43,True
524198.88,314901.43,1.54,2.51,True
436544.07,107086.81,1.22,4.69,True
210077.22,60973.56,1.26,4.12,True
1272218.08,664774.36,1.47,2.73,False
264772.05,61505.38,1.21,4.9,True
182605.09,41727.57,1.21,4.96,True
9755.58,15025.78,2.39,1.59,False
439334.79,587879.23,2.21,1.68,True
289763.35,277494.68,1.87,1.94,False
374386.35,68036.83,1.16,5.98,True
251078.94,62570.71,1.23,4.63,True
358006.71,106489.6,1.27,4.04,False
147362.91,42597.24,1.26,4.13,True
123587.59,9671.13,1.07,12.56,True
385141.77,83437.36,1.2,5.18,True
185080.26,492799.75,3.41,1.34,True
68492.57,372418.46,5.92,1.17,True
144602.54,28284.55,1.18,5.63,False
83189.66,7590.96,1.08,10.92,True
523305.41,211615.33,1.37,3.24,True
3131.65,1109.12,1.32,3.55,True
105012.01,241503.76,3.08,1.39,True
381698.21,28824.8,1.07,12.98,True
141978.32,38406.22,1.24,4.34,True
83168.4,42211.26,1.46,2.78,False
465.09,449.04,1.87,1.94,True
15865.6,29531.59,2.68,1.49,True
242939.41,8406.37,1.03,27.15,True
178080.14,230882.06,2.17,1.7,True
5000.55,5505.35,2.0,1.82,False
279872.97,28268.56,1.09,9.96,False
20254.34,2665.58,1.12,7.88,True
88845.37,93662.69,1.95,1.86,True
12457.28,22093.79,2.6,1.51,True
39988.47,1847.62,1.04,20.58,True
39451.19,27183.06,1.62,2.31,True
1724.66,25.61,1.01,61.93,False
26078.8,23995.44,1.83,1.98,False
74444.45,29239.98,1.36,3.3,True
3965.4,8432.98,2.92,1.43,False
26310.48,47737.09,2.64,1.5,True
6228.13,2256.1,1.33,3.5,False
1470.66,2170.04,2.34,1.61,False
3288.29,7550.2,3.08,1.39,False
708.36,1304.0,2.67,1.49,False
2669.69,4829.23,2.64,1.5,True
8636.52,18715.92,2.96,1.42,False
259602.47,35956.04,1.13,7.53,True
13530.15,15321.25,2.02,1.8,True
1411.05,2088.77,2.34,1.61,True
6276.45,14054.15,3.03,1.4,False
62692.62,34842.98,1.5,2.63,True
18678.9,2889.95,1.14,6.85,True
51250.96,88049.05,2.55,1.53,True
2141.71,1502.0,1.63,2.29,False
51929.19,78870.83,2.37,1.6,False
218.97,150.0,1.62,2.32,False
105693.0,1572.72,1.01,61.81,False
11989.86,2772.87,1.21,4.91,False
215554.36,2244.22,1.01,87.9,False
6156.79,588.18,1.09,10.47,False
961.0,631.91,1.59,2.38,False
588.79,1074.63,2.65,1.5,True
30456.41,4144.35,1.12,7.65,True
40034.27,5458.81,1.12,7.64,True
149355.65,6873.24,1.04,20.66,True
29782.39,866.19,1.03,32.11,True
185383.95,218900.24,2.07,1.77,True
36804.63,1264.75,1.03,27.33,True
10.0,12.0,2.09,1.75,False
207935.81,157177.77,1.68,2.2,True
11017.01,50732.67,5.17,1.2,False
90934.73,9950.42,1.1,9.27,True
7495.87,3707.32,1.45,2.83,True
4730.15,7196.44,2.38,1.59,True
204123.56,81835.84,1.36,3.26,True
15880.91,8792.28,1.5,2.63,True
610063.06,28166.55,1.04,20.6,True
41861.91,23112.39,1.5,2.64,False
13241.75,4341.86,1.3,3.76,True
96751.79,81138.67,1.76,2.08,False
106923.0,7195.51,1.06,14.45,False
8035.0,46066.05,6.19,1.16,True
109.99,1512.94,13.45,1.07,True
19506.6,3764.75,1.17,5.69,True
8355.99,2281.88,1.25,4.31,True
215337.64,11931.0,1.05,17.33,True
28845.55,2769.13,1.09,10.43,True
8042.22,16218.9,2.82,1.45,False
733631.65,425894.82,1.53,2.56,False
31602.74,2358.25,1.07,13.13,False
2350.87,33058.8,13.72,1.06,True
1038410.17,287499.63,1.25,4.27,True
148441.18,7506.57,1.05,18.89,True
3175.35,2020.99,1.58,2.42,True
7485.0,2717.0,1.33,3.49,True
2000.0,2064.0,1.93,1.88,False
274.99,33.0,1.11,8.54,False
3100.0,4265.0,2.24,1.66,False
3777.19,3578.0,1.86,1.96,True
9052.69,5799.0,1.58,2.41,True
813.99,682.97,1.76,2.08,False
27797.49,5886.95,1.19,5.27,False
5835.6,6564.84,2.02,1.8,True
566690.45,377108.61,1.6,2.36,False
515.0,977.97,2.72,1.48,False
164445.92,18938.35,1.1,8.86,True
59058.08,60141.55,1.92,1.89,True
88500.98,18843.05,1.19,5.25,True
352342.81,508253.99,2.31,1.63,True
14676.97,13691.63,1.84,1.97,True
149703.78,16547.97,1.1,9.19,True
321579.12,114911.92,1.32,3.53,True
31042.38,17919.99,1.52,2.57,True
9670.81,2325.86,1.22,4.76,True
1159.02,1541.86,2.2,1.68,False
38766.35,50259.37,2.17,1.7,True
332.0,233.0,1.63,2.29,False
91460.51,9643.87,1.1,9.58,False
680729.34,364357.11,1.48,2.69,False
292.0,241.0,1.75,2.1,True
742.61,844.0,2.03,1.8,False
5369.89,4791.01,1.81,2.01,False
41025.39,13020.63,1.29,3.85,True
715916.03,257189.1,1.33,3.52,True
7237.76,1951.87,1.24,4.36,True
96825.66,244509.85,3.28,1.36,False
3519.4,3489.99,1.9,1.91,True
90164.34,23573.37,1.24,4.46,True
51738.04,220085.62,4.85,1.21,True
20916.34,8903.32,1.39,3.13,False
16401.34,19303.28,2.06,1.77,False
3781.45,15609.21,4.73,1.22,True
146376.83,3580.1,1.02,37.99,True
91129.51,11284.89,1.11,8.31,False
218277.72,10280.49,1.04,20.21,True
357533.0,91473.87,1.23,4.54,True
60123.35,20075.57,1.3,3.71,True
26561.46,621.75,1.02,39.65,False
39101.43,21427.11,1.5,2.65,False
598481.07,581052.34,1.88,1.93,False
313.48,208.06,1.6,2.36,False
3108.77,2571.06,1.75,2.09,False
60905.18,37585.05,1.56,2.47,True
77826.24,39500.27,1.46,2.78,True
875507.28,406926.33,1.42,2.95,True
1416.41,1353.78,1.86,1.95,True
64315.24,127362.82,2.79,1.46,True
107652.99,102462.98,1.86,1.95,True
7318.64,47017.29,6.81,1.14,True
26677.28,29126.0,1.99,1.83,False
10404.55,5796.39,1.5,2.62,False
141708.5,9733.7,1.06,14.17,True
244637.3,33756.22,1.12,7.56,True
11373.76,17373.89,2.38,1.59,False
54018.59,28436.0,1.48,2.72,True
159495.34,118279.22,1.67,2.22,False
137116.37,150297.86,1.99,1.83,True
12395.98,5211.0,1.38,3.15,False
20128.25,10800.2,1.49,2.69,True
166439.44,28670.72,1.16,6.25,True
711.0,724.0,1.92,1.89,False
16612.04,2270.47,1.12,7.62,True
12713.34,5377.92,1.38,3.14,False
17644.02,12794.68,1.66,2.25,True
3981.6,9790.0,3.22,1.37,True
356.0,278.0,1.71,2.16,True
114058.3,60845.09,1.48,2.7,True
12932.82,5607.43,1.39,3.09,True
6125.58,4898.93,1.72,2.13,True
712.03,368.08,1.47,2.75,False
111606.41,137988.51,2.12,1.73,False
9542.77,6316.91,1.6,2.37,False
130289.68,118208.58,1.82,2.0,True
42273.0,11217.38,1.24,4.41,True
112449.88,33646.09,1.27,4.02,False
63899.99,89357.86,2.27,1.65,True
109079.25,4096.16,1.03,25.09,True
11938.0,6466.36,1.49,2.67,False
20670.24,2610.96,1.11,8.16,False
12130.24,468.12,1.03,24.45,True
14726.68,4437.42,1.27,4.0,True
218066.91,30762.09,1.13,7.41,True
4302.03,27646.47,6.81,1.14,True
38352.4,9825.15,1.23,4.53,True
128877.74,21352.94,1.15,6.46,False
22453.69,13099.53,1.53,2.55,True
2014.55,830.7,1.37,3.19,True
1557232.93,799631.1,1.46,2.76,True
65.0,49.46,1.69,2.19,False
221396.3,136867.73,1.56,2.46,False
6488.0,5628.0,1.78,2.04,True
4861.94,7487.05,2.39,1.59,True
1155.14,638.0,1.5,2.64,False
11.0,1.0,1.08,10.95,True
7115.93,3747.68,1.48,2.72,True
2570.77,1440.96,1.51,2.61,True
170061.26,218892.02,2.16,1.7,False
748690.12,406568.16,1.49,2.67,False
51194.06,105683.37,2.87,1.44,True
37572.71,15686.65,1.38,3.17,True
221028.47,156344.66,1.64,2.28,False
1156.88,1722.0,2.35,1.61,False
25923.42,25447.77,1.89,1.92,False
4241.9,42.49,1.01,91.33,False
72841.87,7924.55,1.1,9.32,False
987.54,289.12,1.26,4.09,False
16024.62,9711.06,1.55,2.49,True
126961.96,7311.82,1.05,16.71,False
9341.19,9052.3,1.88,1.93,False
129575.14,6548.55,1.05,18.9,False
66956.31,5906.0,1.08,11.26,False
114829.39,9706.77,1.08,11.7,False
222302.2,1587.28,1.01,127.72,False
609406.77,78140.79,1.12,8.06,True
3083.49,1015.32,1.3,3.75,True
2421.43,19372.19,8.24,1.11,True
1006.22,706.47,1.64,2.29,False
785.4,976.51,2.12,1.73,False
24913.52,20564.15,1.75,2.1,False
17230.74,6666.44,1.35,3.34,True
57818.87,39091.84,1.61,2.34,True
2898710.17,4151876.68,2.3,1.63,True
31721.46,43815.4,2.25,1.66,False
597.28,1210.11,2.83,1.45,False
458690.15,269191.86,1.53,2.54,True
53978.01,10824.92,1.18,5.51,True
17537.22,534315.05,28.57,1.03,True
278.0,12251.43,40.87,1.02,False
357522.23,212495.02,1.54,2.52,True
61713.07,47939.05,1.7,2.16,True
56718.26,4133.18,1.07,13.42,True
186590.62,983.5,1.0,172.66,False
3878.0,2577.97,1.6,2.36,False
121934.85,6177.0,1.05,18.86,True
145707.34,77891.67,1.48,2.69,True
226492.49,69925.02,1.28,3.93,False
893097.04,521361.7,1.53,2.55,True
64986.26,117100.85,2.63,1.5,True
14594.37,100005.0,7.2,1.13,True
7787.6,5582.0,1.65,2.26,True
15131.25,4774.74,1.29,3.87,True
759212.38,40891.33,1.05,17.8,True
266337.31,31260.27,1.11,8.71,True
38802.1,9317.91,1.22,4.77,True
222.0,107.0,1.44,2.88,False
4203.02,14622.0,4.15,1.26,True
449572.94,68157.95,1.14,6.97,True
4310.01,2708.68,1.57,2.44,True
5614.39,1778.0,1.29,3.86,False
15807.78,322.0,1.02,45.42,True
104037.31,1626.46,1.01,58.88,True
141922.62,954.4,1.01,135.55,False
184646.03,96168.45,1.47,2.74,False
68356.49,287062.0,4.8,1.22,False
40078.43,11928.7,1.27,4.04,True
1714.39,3283.77,2.73,1.47,False
150514.42,15716.28,1.09,9.67,True
179790.73,9333.99,1.05,18.43,True
197.67,5970.56,28.33,1.03,True
28452.41,112999.12,4.59,1.23,False
13376.52,167881.61,12.36,1.07,True
451637.76,204224.03,1.41,3.0,True
36504.72,17697.37,1.44,2.87,False
289.46,714.0,3.23,1.37,False
259404.0,13441.72,1.05,18.46,True
131294.61,11711.2,1.08,11.14,True
68096.54,41790.51,1.56,2.47,True
44650.16,92714.97,2.88,1.44,False
5539.83,11403.68,2.86,1.44,True
288051.3,147085.64,1.46,2.77,False
152544.8,9010.44,1.05,16.32,True
148445.58,59170.33,1.36,3.27,True
130719.9,66916.29,1.46,2.77,True
15841.59,267169.94,16.26,1.05,True
9627.38,199911.67,19.79,1.04,True
766.06,17407.43,21.56,1.04,True
1432399.31,367863.61,1.23,4.52,True
23642.76,41617.3,2.59,1.51,False
10133.22,97582.42,9.71,1.09,False
4325.13,39164.03,9.19,1.1,True
14845.69,11309.18,1.69,2.19,True
4628.98,14258.24,3.79,1.29,True
16719.64,12343.06,1.67,2.23,True
17239.37,15956.17,1.84,1.98,True
3516.44,11928.77,4.07,1.27,False
82.91,107.0,2.17,1.7,True
2586487.52,6898148.63,3.41,1.34,False
139564.01,211636.37,2.37,1.6,True
1635.03,6682.24,4.7,1.22,False
421511.32,36394.19,1.08,11.48,True
25563.25,39319.33,2.39,1.59,False
32.0,100.0,3.83,1.29,False
17.0,2.0,1.11,8.69,False
38086.0,19446.12,1.46,2.77,True
24796.24,21596.38,1.79,2.04,True
71782.97,120967.17,2.52,1.54,True
17365.61,27157.3,2.41,1.58,True
81927.74,28335.71,1.31,3.62,True
85915.97,183688.46,2.93,1.42,False
9632.38,816.61,1.08,11.67,False
282609.4,252891.96,1.81,2.01,False
30828.45,50388.63,2.48,1.55,False
